,index,text,category,explanation
4191,4191,"Sorry, I'll call later",ham,Simple message indicating a delay.
4192,4192,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham,Inspirational message wishing well.
4193,4193,&lt;#&gt;  w jetton ave if you forgot,ham,Reminder about a location.
4194,4194,Ok i'm coming home now.,ham,Update about returning home.
4195,4195,Can not use foreign stamps in this country.,ham,Informative message about postal regulations.
4196,4196,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,Spam message promoting a mobile offer.
4197,4197,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",ham,Update about a transaction.
4198,4198,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,Spam message promoting a ringtone service.
4199,4199,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,Spam message promoting ringtone subscription.
4200,4200,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP",spam,Explicit content and promotional message.
4201,4201,I will come tomorrow di,ham,Casual message about a visit.
4202,4202,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham,Informal update about a friend.
4203,4203,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham,Friendly and caring message.
4204,4204,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.,ham,Casual conversation about movie plans.
4205,4205,How are you enjoying this semester? Take care brother.,ham,Friendly inquiry about well-being.
4206,4206,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,spam,Promotional message with a suspicious link.
4207,4207,"Get the door, I'm here",ham,Simple message indicating arrival.
4208,4208,"Lets use it next week, princess :)",ham,Casual and affectionate message.
4209,4209,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,ham,Casual message about plans.
4210,4210,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,spam,Promotional message for a fast food deal.
4211,4211,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham,Casual conversation about a person.
4212,4212,Oi when you gonna ring,ham,Casual inquiry about a phone call.
4213,4213,Missed call alert. These numbers called but left no message. 07008009200,spam,Automated alert about missed calls.
4214,4214,I attended but nothing is there.,ham,Casual message about an event.
4215,4215,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ham,Casual message about meeting plans.
4216,4216,No dear i was sleeping :-P,ham,Casual response about being asleep.
4217,4217,Er mw im filled tuth is aight,ham,Informal message about feeling.
4218,4218,Will be office around 4 pm. Now i am going hospital.,ham,Informative message about schedule.
4219,4219,Actually i'm waiting for 2 weeks when they start putting ad.,ham,Casual message about waiting.
4220,4220,Anything lor if they all go then i go lor...,ham,Casual message about plans.
4221,4221,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham,Casual invitation to watch a movie.
4222,4222,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",spam,Warning about potential scam call.
4223,4223,Yo you around? A friend of mine's lookin to pick up later tonight,ham,Casual inquiry about availability.
4224,4224,Stupid auto correct on my phone,ham,Casual comment about phone issue.
4225,4225,Double eviction this week - Spiral and Michael and good riddance to them!,ham,Casual comment about a TV show.
4226,4226,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham,Philosophical message with a goodnight wish.
4227,4227,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,Casual message about meeting location.
4228,4228,Buy one egg for me da..please:),ham,Casual request.
4229,4229,Have you started in skye,ham,Casual inquiry about a location.
4230,4230,Have you bookedthe hut? And also your time off? How are you by the way?,ham,Casual inquiry about plans and well-being.
4231,4231,And several to you sir.,ham,"Polite response, likely in a conversation."
4232,4232,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham,Informal chat about sleeping habits.
4233,4233,I'm at home. Please call,ham,Simple message indicating availability.
4234,4234,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,Concerned message expressing care.
4235,4235,Now only i reached home. . . I am very tired now. . I will come tomorro,ham,Update on arrival and tiredness.
4236,4236,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,Typical spam message offering money.
4237,4237,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,Promotional spam for a contest.
4238,4238,Life style garments account no please.,spam,"Request for account information, likely spam."
4239,4239,Lol wtf random. Btw is that your lunch break,ham,Casual conversation about lunch.
4240,4240,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham,Friendly message checking in on friends.
4241,4241,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",ham,Warm message expressing care and request.
4242,4242,Detroit. The home of snow. Enjoy it.,ham,Casual comment about a location.
4243,4243,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam,Promotional spam for a sports offer.
4244,4244,Okie...,ham,"Short acknowledgment, part of a conversation."
4245,4245,"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,Casual message about current location.
4246,4246,Is toshiba portege m100 gd?,ham,Inquiry about a product.
4247,4247,Well welp is sort of a semiobscure internet thing,ham,Casual comment about internet culture.
4248,4248,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,spam,Spam message promoting ringtones.
4249,4249,"accordingly. I repeat, just text the word ok on your mobile phone and send",spam,Instructional spam message.
4250,4250,Loosu go to hospital. De dont let it careless.,ham,Concern for someone's health.
4251,4251,How much for an eighth?,ham,"Inquiry about a price, likely informal."
4252,4252,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham,Personal concern about privacy.
4253,4253,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",spam,Spam message asking for personal information.
4254,4254,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham,Casual message about waking up.
4255,4255,"How about clothes, jewelry, and trips?",ham,Inquiry about personal interests.
4256,4256,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,spam,Promotional spam for a game.
4257,4257,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham,Casual message expressing affection.
4258,4258,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,Spam message with a fake offer.
4259,4259,I am late. I will be there at,ham,Update about being late.
4260,4260,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,Personal story expressing sadness and loneliness.
4261,4261,Are you plans with your family set in stone ?,ham,Casual inquiry about family plans.
4262,4262,Pls dont forget to study,ham,Reminder about studying.
4263,4263,You'll never believe this but i have actually got off at taunton. Wow,ham,Casual statement about travel.
4264,4264,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",ham,Frustration about scheduling and prices.
4265,4265,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,Discussion about someone's sarcastic remarks.
4266,4266,&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,Discussion about car purchasing options.
4267,4267,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham,Inspirational quote about courage.
4268,4268,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,Expressing exhaustion after a late night.
4269,4269,Hey so whats the plan this sat?,ham,Casual inquiry about weekend plans.
4270,4270,Beauty sleep can help ur pimples too.,ham,Advice on skincare.
4271,4271,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham,Encouragement regarding networking.
4272,4272,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam,Friend request spam message.
4273,4273,Where to get those?,ham,Inquiry about obtaining something.
4274,4274,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,Sharing travel difficulties.
4275,4275,Ball is moving a lot.will spin in last :)so very difficult to bat:),ham,Commentary on a sports game.
4276,4276,Haiyoh... Maybe your hamster was jealous of million,ham,Light-hearted comment about a pet.
4277,4277,Can you please send me my aunty's number,ham,Request for contact information.
