text,category,explanation,rating,rating_reason,suggested_instruction
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham,"Casual conversation, planning to talk.",4,Correct category based on clear explanation.,Plan conversations clearly.
Yup i'm free...,ham,Simple confirmation of availability.,4,Correct category based on clear explanation.,Confirm availability directly.
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,Friendly chat about activities.,4,Correct category based on clear explanation.,Engage in friendly chats.
Yo come over carlos will be here soon,ham,Invitation to meet up.,4,Correct category based on clear explanation.,Extend invitations clearly.
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham,Friendly message expressing feelings.,4,Correct category based on clear explanation.,Express feelings in messages.
I guess it is useless calling u 4 something important.,ham,Frustration about communication.,4,Correct category based on clear explanation.,Communicate frustrations clearly.
Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham,Light-hearted response to a missed call.,4,Correct category based on clear explanation.,Use humor in responses.
He dint tell anything. He is angry on me that why you told to abi.,ham,Personal conflict discussion.,4,Correct category based on clear explanation.,Discuss conflicts openly.
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,"Dating service solicitation, typical spam.",4,Correct category based on clear explanation.,Identify dating service spam.
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,Discussion about medical arrangements.,4,Correct category based on clear explanation.,Clarify medical discussions.
I keep ten rs in my shelf:) buy two egg.,ham,Casual message about money.,4,Correct category based on clear explanation.,Be clear in financial messages.
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham,Personal health update.,4,Correct category based on clear explanation.,Share health updates clearly.
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham,Work-related inquiry.,4,Correct category based on clear explanation.,Clarify work-related inquiries.
Captain is in our room:),ham,Casual message about a person.,4,Correct category based on clear explanation.,Share personal updates clearly.
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham,Technical issue explanation.,4,Correct category based on clear explanation.,Explain technical issues clearly.
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,ham,Emotional plea for communication.,4,Correct category based on clear explanation.,Express emotional needs clearly.
S...i will take mokka players only:),ham,Casual message about a game.,4,Correct category based on clear explanation.,Discuss game preferences clearly.
Are you still playing with gautham?,ham,Casual inquiry about someone's activity.,4,Correct category based on clear explanation.,Ensure clarity in casual inquiries.
Hey mr and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,ham,Informal message about plans with friends.,4,Correct category based on clear explanation.,Clarify informal language in messages.
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham,Notification about meeting someone.,4,Correct category based on clear explanation.,Use clear notifications for meetings.
Sorry . I will be able to get to you. See you in the morning.,ham,Apology and confirmation of future meeting.,4,Correct category based on clear explanation.,Be clear in apologies and confirmations.
Aight well keep me informed,ham,Request for updates on a situation.,4,Correct category based on clear explanation.,Request updates clearly.
I am not having her number sir,ham,Response regarding contact information.,4,Correct category based on clear explanation.,Clarify responses about contact info.
Am only searching for good dual sim mobile pa.,ham,Casual inquiry about mobile phones.,4,Correct category based on clear explanation.,Make inquiries about products clear.
That seems unnecessarily hostile,ham,Comment on someone's tone or behavior.,4,Correct category based on clear explanation.,Provide clear comments on behavior.
Dude got a haircut. Now its breezy up there,ham,Casual observation about a friend's haircut.,4,Correct category based on clear explanation.,Make casual observations clear.
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,Promotional message for mobile phones.,4,Correct category based on clear explanation.,Identify promotional messages clearly.
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),spam,Health advice chain message.,4,Correct category based on clear explanation.,Clarify health advice messages.
i thought we were doing a king of the hill thing there.,ham,Casual reference to a game or activity.,4,Correct category based on clear explanation.,Make casual references clear.
Nope i'll come online now..,ham,Confirmation of going online.,4,Correct category based on clear explanation.,Confirm online presence clearly.
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham,Birthday greeting for someone.,4,Correct category based on clear explanation.,Make greetings clear.
Y bishan lei... I tot ü say lavender?,ham,Casual conversation about a topic.,4,Correct category based on clear explanation.,Clarify casual conversations.
Boo what time u get out? U were supposed to take me shopping today. :(,ham,Inquiry about plans and disappointment.,4,Correct category based on clear explanation.,Express inquiries and feelings clearly.
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham,Casual chat about evening plans.,4,Correct category based on clear explanation.,Make evening plans clear.
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham,Notification about being delayed.,4,Correct category based on clear explanation.,Notify delays clearly.
on a Tuesday night r u 4 real,ham,Casual disbelief about a situation.,4,Correct category based on clear explanation.,Express disbelief clearly.
Yes when is the appt again?,ham,Inquiry about an appointment.,4,Correct category based on clear explanation.,Clarify appointment inquiries.
Just got outta class gonna go gym.,ham,Casual update about plans.,4,Correct category based on clear explanation.,Update plans clearly.
